"","adj","vb","emot","polaridade","positivo","negativo","tamanho","tamanhoUtil","status"
"3611",138,21,0,0,30,42,700,692,"true"
"3612",61,18,0,1,22,19,345,334,"true"
"3613",248,50,0,1,79,78,1019,976,"true"
"3614",30,12,0,0,10,14,193,182,"true"
"3615",150,38,0,1,65,56,796,774,"true"
"3616",146,78,0,1,87,38,1080,1006,"true"
"3617",74,27,0,1,28,14,531,509,"true"
"3618",171,56,0,1,84,58,900,815,"true"
"3619",490,120,0,1,219,109,2402,2314,"true"
"3620",112,31,0,0,38,53,640,617,"true"
"3621",113,53,0,0,37,52,739,701,"true"
"3622",56,22,0,0,16,19,257,249,"true"
"3623",232,46,0,0,59,67,1126,1084,"true"
"3624",169,60,0,0,58,69,756,722,"true"
"3625",23,5,0,0,5,5,86,83,"true"
"3626",48,7,0,0,8,13,225,220,"true"
"3627",213,44,0,0,61,73,1159,1110,"true"
"3628",94,48,0,1,44,43,670,644,"true"
"3629",269,49,0,0,73,80,1246,1201,"true"
"3630",86,29,0,0,31,36,519,497,"true"
"3631",88,11,0,1,36,16,418,405,"true"
"3632",216,109,0,1,90,60,1255,1188,"true"
"3633",49,6,0,0,14,20,242,234,"true"
"3634",190,59,0,1,89,50,965,923,"true"
"3635",91,8,0,1,27,25,526,507,"true"
"3636",37,21,0,0,16,18,234,227,"true"
"3637",151,35,0,1,69,45,911,873,"true"
"3638",69,14,0,0,29,31,348,335,"true"
"3639",182,43,0,0,63,66,1132,1101,"true"
"3640",150,67,0,1,86,59,819,763,"true"
"3641",71,34,0,1,29,20,431,406,"true"
"3642",145,48,0,1,57,40,775,745,"true"
"3643",233,38,0,1,80,11,986,960,"true"
"3644",88,27,0,1,41,19,460,445,"true"
"3645",67,12,0,0,24,24,355,339,"true"
"3646",212,64,0,0,63,67,1136,1088,"true"
"3647",43,6,0,0,15,20,292,282,"true"
"3648",47,9,0,1,25,14,357,350,"true"
"3649",143,89,0,1,93,55,1058,1004,"true"
"3650",150,43,0,0,57,57,659,638,"true"
"3651",150,35,0,0,43,44,834,802,"true"
"3652",266,87,0,1,118,85,1194,1110,"true"
"3653",114,53,0,1,62,31,647,618,"true"
"3654",357,41,0,1,114,91,1487,1431,"true"
"3655",245,44,0,1,94,38,1098,1061,"true"
"3656",57,20,0,1,27,14,404,390,"true"
"3657",66,28,0,1,22,15,342,327,"true"
"3658",104,38,0,0,27,38,495,482,"true"
"3659",96,23,0,1,35,17,481,465,"true"
"3660",96,37,0,0,27,38,565,544,"true"
"3661",237,55,0,1,99,73,1196,1164,"true"
"3662",181,47,0,1,69,59,1104,1060,"true"
"3663",49,22,0,1,19,16,311,299,"true"
"3664",219,71,0,0,76,81,1039,991,"true"
"3665",187,56,0,1,75,56,1135,1092,"true"
"3666",257,73,0,1,93,49,1103,1072,"true"
"3667",119,10,0,0,25,43,636,617,"true"
"3668",168,62,0,1,67,52,835,810,"true"
"3669",36,13,0,1,21,10,217,211,"true"
"3670",78,17,0,1,27,19,387,373,"true"
"3671",220,43,0,0,71,89,1175,1115,"true"
"3672",51,26,0,1,28,12,337,317,"true"
"3673",130,22,0,1,43,39,675,639,"true"
"3674",234,160,0,1,156,94,1516,1413,"true"
"3675",126,17,0,1,39,30,628,605,"true"
"3676",72,41,0,0,35,37,490,472,"true"
"3677",85,41,0,1,56,12,479,443,"true"
"3678",111,57,0,0,44,44,670,647,"true"
"3679",97,51,0,0,27,50,728,695,"true"
"3680",39,8,0,0,6,10,153,149,"true"
"3681",29,17,0,1,19,9,190,189,"true"
"3682",51,13,0,0,16,18,356,350,"true"
"3683",365,80,0,1,134,112,1565,1480,"true"
"3684",220,61,0,1,85,47,1083,1034,"true"
"3685",124,31,0,0,42,42,770,751,"true"
"3686",132,98,0,1,82,37,1055,1012,"true"
"3687",136,22,0,0,34,53,554,526,"true"
"3688",129,14,0,0,27,32,541,512,"true"
"3689",100,15,0,1,35,30,479,461,"true"
"3690",414,77,0,1,149,105,2490,2374,"true"
"3691",38,9,0,1,16,11,218,214,"true"
"3692",82,20,0,0,28,32,432,407,"true"
"3693",69,25,0,1,30,23,436,407,"true"
"3694",66,45,0,1,42,15,481,467,"true"
"3695",229,72,0,1,79,67,1118,1082,"true"
"3696",207,61,0,1,88,34,864,839,"true"
"3697",81,15,0,0,18,37,408,399,"true"
"3698",226,75,0,0,86,92,1128,1089,"true"
"3699",143,90,0,1,78,43,829,771,"true"
"3700",106,19,0,0,24,28,536,521,"true"
"3701",64,10,0,0,20,22,404,396,"true"
"3702",143,21,0,1,57,38,704,692,"true"
"3703",225,76,0,0,88,92,1223,1156,"true"
"3704",99,23,0,1,44,35,641,613,"true"
"3705",143,40,0,1,56,46,874,837,"true"
"3706",70,13,0,0,16,31,453,438,"true"
"3707",233,60,0,1,92,48,1101,1061,"true"
"3708",76,22,0,1,53,7,372,355,"true"
"3709",69,15,0,1,27,14,371,360,"true"
"3710",34,28,0,1,19,16,256,236,"true"
"3711",80,34,0,1,35,14,528,512,"true"
"3712",85,32,0,1,34,20,416,405,"true"
"3713",32,16,0,0,16,20,178,170,"true"
"3714",11,4,0,0,2,9,77,69,"true"
"3715",33,12,0,0,15,21,289,275,"true"
"3716",122,44,0,1,54,48,595,576,"true"
"3717",222,50,0,1,90,41,1101,1067,"true"
"3718",171,61,0,1,77,68,1174,1127,"true"
"3719",78,28,0,1,31,18,415,402,"true"
"3720",62,25,0,1,33,13,451,432,"true"
"3721",45,13,0,1,19,14,243,242,"true"
"3722",66,17,0,0,20,26,319,309,"true"
"3723",242,65,0,1,92,67,1061,1032,"true"
"3724",180,42,0,1,67,39,1012,976,"true"
"3725",69,42,0,1,37,33,609,564,"true"
"3726",121,19,0,1,62,37,558,543,"true"
"3727",34,8,0,1,11,7,320,301,"true"
"3728",355,66,0,1,146,103,1472,1410,"true"
"3729",91,13,0,1,30,24,565,542,"true"
"3730",177,54,0,1,75,38,827,769,"true"
"3731",277,126,0,1,122,102,1733,1661,"true"
"3732",100,25,0,1,41,33,603,589,"true"
"3733",62,5,0,0,16,26,285,283,"true"
"3734",205,51,0,1,85,37,1208,1153,"true"
"3735",162,42,0,1,91,33,832,788,"true"
"3736",14,2,0,1,8,2,86,85,"true"
"3737",60,27,0,1,30,23,375,363,"true"
"3738",63,12,0,1,21,12,359,345,"true"
"3739",70,19,0,1,35,14,439,430,"true"
"3740",50,17,0,1,29,14,386,364,"true"
"3741",109,20,0,1,26,23,594,582,"true"
"3742",89,31,0,0,26,30,590,570,"true"
"3743",77,26,0,1,33,25,372,361,"true"
"3744",90,31,0,1,34,30,488,470,"true"
"3745",190,72,0,1,60,56,1182,1130,"true"
"3746",227,59,0,1,76,68,1214,1152,"true"
"3747",34,19,0,0,14,16,220,204,"true"
"3748",195,80,0,1,73,65,1213,1159,"true"
"3749",98,33,0,1,39,28,717,685,"true"
"3750",68,30,0,1,34,30,382,366,"true"
"3751",405,166,0,0,141,178,2236,2114,"true"
"3752",148,41,0,1,56,48,746,713,"true"
"3753",58,9,0,1,24,19,279,271,"true"
"3754",95,22,0,1,35,28,508,493,"true"
"3755",85,17,0,1,40,9,476,459,"true"
"3756",90,31,0,1,44,22,532,506,"true"
"3757",27,9,0,1,7,6,222,215,"true"
"3758",78,18,0,1,24,22,349,337,"true"
"3759",163,28,0,0,43,53,969,934,"true"
"3760",59,25,0,1,38,24,325,318,"true"
"3761",37,17,0,1,21,12,195,187,"true"
"3762",25,14,0,1,11,9,242,232,"true"
"3763",145,68,0,1,86,38,901,830,"true"
"3764",26,3,0,1,11,9,129,129,"true"
"3765",57,25,0,1,32,18,348,325,"true"
"3766",488,153,0,1,196,143,2376,2285,"true"
"3767",132,39,0,0,35,43,621,614,"true"
"3768",102,26,0,1,47,39,656,632,"true"
"3769",60,25,0,1,28,18,336,325,"true"
"3770",150,45,0,1,55,52,839,815,"true"
"3771",56,17,0,0,17,22,401,391,"true"
"3772",132,11,0,1,38,19,652,639,"true"
"3773",68,14,0,0,20,33,378,364,"true"
"3774",328,131,0,1,186,102,1735,1641,"true"
"3775",145,22,0,1,55,53,970,944,"true"
"3776",91,19,0,1,31,28,619,606,"true"
"3777",133,46,0,1,50,28,840,806,"true"
"3778",162,40,0,1,58,42,883,844,"true"
"3779",42,17,0,0,10,18,173,164,"true"
"3780",42,22,0,1,26,11,188,180,"true"
"3781",77,10,0,0,15,25,369,360,"true"
"3782",125,13,0,0,20,57,585,574,"true"
"3783",128,72,0,0,57,63,959,887,"true"
"3784",161,58,0,1,63,43,723,700,"true"
"3785",62,17,0,1,28,16,382,369,"true"
"3786",382,113,0,1,147,113,1682,1606,"true"
"3787",50,2,0,0,7,20,253,246,"true"
"3788",108,31,0,1,51,22,583,567,"true"
"3789",75,21,0,1,28,22,435,423,"true"
"3790",174,43,0,1,65,54,1054,1003,"true"
"3791",79,31,0,1,31,17,404,395,"true"
"3792",17,5,0,0,5,6,106,106,"true"
"3793",148,37,0,1,54,28,797,771,"true"
"3794",172,81,0,0,62,67,1025,990,"true"
"3795",109,29,0,1,41,22,569,561,"true"
"3796",46,8,0,1,16,11,319,310,"true"
"3797",127,64,0,1,57,47,921,867,"true"
"3798",118,40,0,1,46,37,674,647,"true"
"3799",65,18,0,1,23,16,396,374,"true"
"3800",131,32,0,1,45,37,642,627,"true"
"3801",122,17,0,1,43,35,634,617,"true"
"3802",134,15,0,0,41,48,488,472,"true"
"3803",66,12,0,1,28,22,358,343,"true"
"3804",151,24,0,0,38,52,735,724,"true"
"3805",71,27,0,1,26,23,587,567,"true"
"3806",57,36,0,0,18,18,415,382,"true"
"3807",69,14,0,1,35,18,397,385,"true"
"3808",56,28,0,0,23,24,395,382,"true"
"3809",240,80,0,1,114,55,1181,1136,"true"
"3810",42,13,0,0,11,13,292,286,"true"
"3811",172,54,0,1,86,51,810,783,"true"
"3812",371,126,0,1,162,98,1685,1564,"true"
"3813",29,7,0,0,7,9,157,152,"true"
"3814",153,22,0,1,56,44,977,940,"true"
"3815",75,22,0,0,21,27,456,430,"true"
"3816",100,21,0,1,29,18,483,463,"true"
"3817",86,45,0,1,50,21,495,474,"true"
"3818",83,33,0,0,23,30,466,434,"true"
"3819",93,13,0,1,26,20,370,350,"true"
"3820",239,133,0,1,116,111,1455,1331,"true"
"3821",79,18,0,1,32,14,434,416,"true"
"3822",124,60,0,0,38,58,823,777,"true"
"3823",103,50,0,1,43,27,638,614,"true"
"3824",36,14,0,0,14,18,158,152,"true"
"3825",82,16,0,1,24,19,332,323,"true"
"3826",117,22,0,0,36,37,545,518,"true"
"3827",77,16,0,0,23,25,355,341,"true"
"3828",48,11,0,1,18,14,266,253,"true"
"3829",45,33,0,0,20,22,392,372,"true"
"3830",239,81,0,1,92,67,1715,1663,"true"
"3831",91,21,0,1,37,25,413,393,"true"
"3832",23,7,0,0,8,14,179,176,"true"
"3833",87,17,0,0,22,28,512,493,"true"
"3834",32,19,0,1,17,10,297,291,"true"
"3835",54,24,0,1,29,25,331,322,"true"
"3836",67,8,0,0,14,19,476,462,"true"
"3837",65,17,0,1,18,15,340,322,"true"
"3838",106,37,0,1,46,30,499,489,"true"
"3839",56,23,0,1,21,17,372,362,"true"
"3840",39,9,0,1,14,7,202,191,"true"
"3841",38,23,0,1,23,9,311,291,"true"
"3842",37,6,0,0,8,9,193,187,"true"
"3843",77,22,0,1,31,18,430,406,"true"
"3844",162,30,0,0,45,72,837,811,"true"
"3845",127,59,0,1,67,34,806,773,"true"
"3846",125,51,0,1,44,31,728,693,"true"
"3847",68,17,0,1,21,17,305,297,"true"
"3848",85,33,0,1,35,24,446,431,"true"
"3849",54,19,0,0,20,20,435,415,"true"
"3850",41,8,0,0,16,21,249,245,"true"
"3851",127,49,0,1,48,29,958,943,"true"
"3852",294,113,0,1,132,105,1484,1369,"true"
"3853",113,47,0,1,47,30,619,597,"true"
"3854",252,95,0,1,102,63,1468,1373,"true"
"3855",41,13,0,1,11,8,327,319,"true"
"3856",75,41,0,0,30,45,538,501,"true"
"3857",67,19,0,0,18,26,379,374,"true"
"3858",39,11,0,1,28,7,248,242,"true"
"3859",40,7,0,1,16,9,216,211,"true"
"3860",42,11,0,1,14,12,329,317,"true"
"3861",98,22,0,0,23,37,376,360,"true"
"3862",48,24,0,1,24,18,226,224,"true"
"3863",73,56,0,1,63,19,548,530,"true"
"3864",104,47,0,1,43,25,492,478,"true"
"3865",113,36,0,1,42,18,594,566,"true"
"3866",107,35,0,1,50,22,721,700,"true"
"3867",87,39,0,1,45,24,401,392,"true"
"3868",88,45,0,1,56,29,560,547,"true"
"3869",62,11,0,1,17,16,281,272,"true"
"3870",74,35,0,1,38,23,474,464,"true"
"3871",99,50,0,0,41,45,612,583,"true"
"3872",108,22,0,1,41,25,568,509,"true"
"3873",30,12,0,0,14,16,203,196,"true"
"3874",294,73,0,1,132,70,1647,1564,"true"
"3875",126,34,0,1,43,35,607,586,"true"
"3876",90,24,0,1,41,33,355,345,"true"
"3877",49,30,0,1,22,11,338,325,"true"
"3878",181,28,0,1,49,41,945,930,"true"
"3879",157,76,0,1,95,51,776,712,"true"
"3880",64,26,0,0,25,26,347,334,"true"
"3881",74,14,0,0,29,29,417,397,"true"
"3882",93,23,0,1,36,23,626,606,"true"
"3883",84,13,0,0,21,23,487,473,"true"
"3884",310,111,0,1,132,93,1593,1490,"true"
"3885",164,15,0,1,46,32,783,765,"true"
"3886",202,65,0,1,70,49,1112,1076,"true"
"3887",101,39,0,0,46,49,620,603,"true"
"3888",211,48,0,1,71,53,1010,971,"true"
"3889",25,8,0,0,8,8,199,189,"true"
"3890",406,118,0,1,170,124,2087,2016,"true"
"3891",66,19,0,1,19,14,354,340,"true"
"3892",58,22,0,0,31,33,358,342,"true"
"3893",130,46,0,1,49,26,656,628,"true"
"3894",228,42,0,1,71,59,1029,981,"true"
"3895",69,50,0,1,37,32,383,357,"true"
"3896",49,19,0,1,19,10,308,292,"true"
"3897",154,26,0,0,45,68,732,708,"true"
"3898",135,40,0,1,53,37,706,676,"true"
"3899",46,10,0,1,12,8,220,215,"true"
"3900",66,16,0,1,33,19,444,430,"true"
"3901",48,16,0,0,20,21,356,345,"true"
"3902",81,23,0,0,26,29,432,416,"true"
"3903",69,23,0,1,26,22,376,366,"true"
"3904",52,20,0,0,9,15,273,267,"true"
"3905",77,32,0,1,33,15,436,429,"true"
"3906",86,11,0,1,32,13,430,412,"true"
"3907",539,109,0,1,168,116,2092,1967,"true"
"3908",61,11,0,1,29,17,323,307,"true"
"3909",62,21,0,1,21,16,374,360,"true"
"3910",92,18,0,1,33,22,498,476,"true"
"3911",71,26,0,1,30,12,395,378,"true"
"3912",95,24,0,1,38,15,485,470,"true"
"3913",160,34,0,1,52,34,664,629,"true"
"3914",90,19,0,1,38,17,550,529,"true"
"3915",96,18,0,1,29,15,494,476,"true"
"3916",120,36,0,1,53,28,671,652,"true"
"3917",45,12,0,1,15,6,263,262,"true"
"3918",97,26,0,1,45,20,439,427,"true"
"3919",62,20,0,1,25,14,287,282,"true"
"3920",139,38,0,1,58,33,812,778,"true"
"3921",134,64,0,0,45,46,723,686,"true"
"3922",107,32,0,0,29,44,533,511,"true"
"3923",62,26,0,1,40,16,383,358,"true"
"3924",62,25,0,1,37,12,394,373,"true"
"3925",159,53,0,0,56,66,1070,1035,"true"
"3926",90,32,0,1,32,23,465,441,"true"
"3927",125,40,0,1,53,31,662,632,"true"
"3928",57,18,0,1,19,12,358,352,"true"
"3929",49,10,0,0,12,13,278,274,"true"
"3930",30,5,0,1,13,7,121,114,"true"
"3931",176,41,0,1,79,26,879,851,"true"
"3932",189,38,0,1,51,44,881,850,"true"
"3933",289,68,0,0,91,95,1419,1354,"true"
"3934",111,18,0,0,25,50,503,486,"true"
"3935",29,11,0,1,17,10,161,158,"true"
"3936",32,16,0,1,17,11,163,157,"true"
"3937",94,16,0,1,42,31,486,468,"true"
"3938",194,32,0,1,56,50,663,636,"true"
"3939",72,18,0,0,19,20,390,379,"true"
"3940",65,21,0,1,24,12,373,365,"true"
"3941",64,15,0,1,31,5,352,344,"true"
"3942",63,18,0,1,26,22,404,394,"true"
"3943",66,18,0,1,22,16,298,290,"true"
"3944",112,32,0,1,43,37,591,574,"true"
"3945",88,16,0,1,31,18,441,434,"true"
"3946",188,64,0,0,73,84,896,844,"true"
"3947",50,21,0,1,29,12,275,269,"true"
"3948",100,10,0,1,33,24,391,384,"true"
"3949",87,14,0,1,24,12,356,344,"true"
"3950",220,32,0,1,92,57,1164,1106,"true"
"3951",66,15,0,0,15,21,342,331,"true"
"3952",204,93,0,1,100,48,1145,1076,"true"
"3953",174,26,0,1,45,32,780,749,"true"
"3954",153,40,0,1,54,27,722,690,"true"
"3955",156,17,0,0,53,59,630,599,"true"
"3956",71,11,0,1,20,12,373,368,"true"
"3957",29,14,0,0,8,19,174,172,"true"
"3958",47,8,0,0,19,22,298,290,"true"
"3959",146,38,0,1,51,33,639,623,"true"
"3960",74,13,0,0,20,22,417,401,"true"
"3961",126,29,0,1,54,24,811,776,"true"
"3962",33,10,0,1,17,9,219,207,"true"
"3963",140,45,0,0,51,51,654,613,"true"
"3964",164,58,0,1,59,41,877,846,"true"
"3965",86,12,0,1,21,17,388,379,"true"
"3966",66,21,0,0,21,24,478,468,"true"
"3967",26,8,0,0,7,8,153,151,"true"
"3968",150,31,0,0,47,62,750,717,"true"
"3969",43,27,0,0,18,22,235,224,"true"
"3970",64,33,0,1,28,20,411,396,"true"
"3971",104,11,0,0,24,28,534,525,"true"
"3972",39,8,0,1,10,4,179,176,"true"
"3973",123,37,0,1,52,42,817,796,"true"
"3974",48,14,0,1,18,11,264,254,"true"
"3975",62,13,0,0,16,25,305,293,"true"
"3976",204,54,0,1,90,42,951,915,"true"
"3977",76,55,0,1,48,21,527,512,"true"
"3978",127,58,0,1,48,39,781,750,"true"
"3979",166,46,0,1,58,39,737,717,"true"
"3980",108,27,0,1,49,25,587,543,"true"
"3981",63,11,0,0,18,20,358,347,"true"
"3982",67,22,0,1,31,12,307,298,"true"
"3983",238,55,0,1,106,47,1116,1081,"true"
"3984",75,29,0,1,32,23,414,397,"true"
"3985",65,16,0,1,20,7,319,318,"true"
"3986",45,10,0,0,8,13,218,211,"true"
"3987",59,8,0,1,25,14,292,289,"true"
"3988",59,14,0,1,22,11,367,356,"true"
"3989",180,59,0,1,55,50,862,838,"true"
"3990",33,6,0,1,11,9,267,261,"true"
"3991",102,63,0,1,65,44,611,563,"true"
"3992",190,33,0,0,45,58,1018,988,"true"
"3993",89,20,0,1,37,24,450,432,"true"
"3994",247,34,0,0,64,76,1101,1067,"true"
"3995",61,16,0,1,24,8,364,361,"true"
"3996",29,10,0,1,11,6,211,209,"true"
"3997",179,50,0,1,61,58,920,883,"true"
"3998",46,12,0,1,22,7,252,249,"true"
"3999",128,35,0,1,44,40,762,743,"true"
"4000",95,21,0,1,36,23,517,486,"true"
"4001",171,36,0,1,55,44,683,657,"true"
"4002",79,13,0,1,24,23,415,401,"true"
"4003",62,24,0,1,41,7,343,329,"true"
"4004",51,9,0,1,21,11,297,288,"true"
"4005",146,50,0,1,64,47,611,584,"true"
"4006",150,31,0,1,46,34,891,858,"true"
"4007",138,40,0,1,50,38,611,591,"true"
"4008",83,11,0,0,25,30,391,375,"true"
"4009",62,22,0,1,22,8,340,320,"true"
"4010",164,38,0,1,57,32,770,747,"true"
"4011",101,32,0,1,36,24,575,556,"true"
"4012",291,73,0,1,138,78,1517,1459,"true"
"4013",155,24,0,1,53,52,819,787,"true"
"4014",188,101,0,1,88,78,1215,1128,"true"
"4015",27,13,0,1,11,8,192,188,"true"
"4016",275,60,0,1,81,77,1453,1379,"true"
"4017",235,67,0,1,96,64,1363,1270,"true"
"4018",176,70,0,1,70,63,1096,1048,"true"
"4019",55,20,0,1,27,20,424,399,"true"
"4020",174,68,0,0,61,62,979,956,"true"
"4021",141,28,0,0,41,44,721,699,"true"
"4022",113,36,0,0,32,32,555,536,"true"
"4023",90,21,0,1,20,15,446,435,"true"
"4024",110,16,0,1,37,35,621,603,"true"
"4025",39,12,0,0,12,16,240,222,"true"
"4026",74,24,0,1,30,18,453,442,"true"
"4027",74,11,0,1,31,17,452,436,"true"
"4028",118,39,0,1,36,18,579,565,"true"
"4029",173,38,0,0,62,64,1005,976,"true"
"4030",206,41,0,1,59,44,991,976,"true"
"4031",107,26,0,1,40,27,776,744,"true"
"4032",122,27,0,1,34,30,606,594,"true"
"4033",117,31,0,0,31,33,618,608,"true"
"4034",115,40,0,1,43,26,577,550,"true"
"4035",124,26,0,1,38,28,738,719,"true"
"4036",92,27,0,1,27,17,588,572,"true"
"4037",363,218,0,1,182,141,2279,2046,"true"
"4038",71,21,0,1,31,12,356,344,"true"
"4039",108,26,0,1,42,35,507,479,"true"
"4040",80,26,0,1,35,14,440,426,"true"
"4041",84,34,0,1,42,26,521,511,"true"
"4042",210,52,0,1,69,56,900,879,"true"
"4043",13,0,0,1,7,2,67,63,"true"
"4044",70,33,0,1,41,22,443,430,"true"
"4045",175,56,0,1,76,42,907,873,"true"
"4046",38,12,0,0,13,16,241,235,"true"
"4047",37,23,0,0,11,11,197,186,"true"
"4048",170,73,0,1,70,55,911,844,"true"
"4049",66,36,0,1,41,28,412,394,"true"
"4050",44,6,0,1,18,3,294,288,"true"
"4051",111,23,0,0,30,43,458,434,"true"
"4052",94,20,0,0,29,34,457,435,"true"
"4053",104,55,0,0,49,53,714,676,"true"
"4054",53,20,0,1,26,11,423,407,"true"
"4055",54,26,0,1,29,12,306,299,"true"
"4056",100,22,0,0,30,40,578,561,"true"
"4057",74,22,0,1,34,22,427,415,"true"
"4058",46,15,0,0,14,14,278,273,"true"
"4059",164,81,0,1,82,61,936,864,"true"
"4060",119,49,0,1,42,35,678,651,"true"
"4061",137,22,0,0,40,44,661,641,"true"
"4062",513,86,0,1,197,86,2197,2066,"true"
"4063",190,62,0,1,86,43,1005,945,"true"
"4064",61,10,0,1,27,18,346,338,"true"
"4065",239,68,0,1,110,37,1071,1033,"true"
"4066",184,35,0,1,57,53,766,733,"true"
"4067",94,18,0,0,18,40,573,556,"true"
"4068",38,7,0,1,19,10,245,241,"true"
"4069",75,15,0,1,28,19,469,450,"true"
"4070",62,26,0,0,22,24,389,374,"true"
"4071",150,59,0,1,62,52,739,713,"true"
"4072",78,14,0,0,22,28,359,347,"true"
"4073",83,13,0,1,33,14,406,388,"true"
"4074",230,67,0,1,86,73,1059,979,"true"
"4075",46,9,0,0,11,16,234,225,"true"
"4076",140,60,0,0,37,62,776,753,"true"
"4077",132,47,0,1,60,37,579,553,"true"
"4078",23,3,0,0,6,11,190,186,"true"
"4079",102,20,0,1,44,16,429,406,"true"
"4080",87,17,0,1,19,18,591,570,"true"
"4081",280,134,0,1,124,95,1462,1354,"true"
"4082",218,93,0,1,91,72,1244,1169,"true"
"4083",90,17,0,0,29,32,525,512,"true"
"4084",142,64,0,1,64,34,689,662,"true"
"4085",124,38,0,1,60,45,888,853,"true"
"4086",72,17,0,0,20,32,458,437,"true"
"4087",78,40,0,1,37,24,380,368,"true"
"4088",88,17,0,0,21,26,459,445,"true"
"4089",106,14,0,0,17,47,586,571,"true"
"4090",96,27,0,1,35,27,596,570,"true"
"4091",41,9,0,1,14,7,180,170,"true"
"4092",138,27,0,1,47,39,669,647,"true"
"4093",150,41,0,1,61,40,929,905,"true"
"4094",133,27,0,1,43,35,715,694,"true"
"4095",100,27,0,1,37,35,697,675,"true"
"4096",79,34,0,1,36,29,487,459,"true"
"4097",100,9,0,1,29,26,530,512,"true"
"4098",70,20,0,0,22,23,416,397,"true"
"4099",205,50,0,1,73,65,954,907,"true"
"4100",134,51,0,0,49,59,719,656,"true"
"4101",126,13,0,0,30,38,533,512,"true"
"4102",110,24,0,1,28,17,565,544,"true"
"4103",90,29,0,0,29,29,536,523,"true"
"4104",165,51,0,1,75,24,1048,1001,"true"
"4105",279,72,0,1,95,76,1602,1533,"true"
"4106",208,65,0,1,83,55,987,936,"true"
"4107",85,34,0,0,32,37,521,497,"true"
"4108",72,24,0,1,38,23,377,363,"true"
"4109",218,73,0,1,107,66,1188,1109,"true"
"4110",766,176,0,1,292,228,3865,3650,"true"
"4111",73,10,0,1,24,12,457,454,"true"
"4112",183,28,0,0,51,55,761,715,"true"
"4113",39,2,0,0,4,8,105,104,"true"
"4114",53,18,0,1,25,15,323,309,"true"
"4115",225,67,0,1,99,59,1101,1041,"true"
"4116",123,42,0,1,44,37,785,763,"true"
"4117",52,7,0,0,15,16,227,221,"true"
"4118",150,32,0,0,39,42,906,867,"true"
"4119",140,26,0,0,34,35,834,801,"true"
"4120",259,53,0,1,110,70,1512,1474,"true"
"4121",95,25,0,0,40,40,581,562,"true"
"4122",86,37,0,0,34,35,573,560,"true"
"4123",66,29,0,1,30,19,370,353,"true"
"4124",289,79,0,1,79,77,1369,1320,"true"
"4125",168,48,0,1,68,43,1222,1157,"true"
"4126",42,4,0,1,11,6,219,212,"true"
"4127",61,13,0,1,26,11,271,269,"true"
"4128",68,14,0,1,29,5,451,442,"true"
"4129",105,22,0,1,39,18,443,436,"true"
"4130",44,8,0,1,23,8,205,201,"true"
"4131",69,23,0,0,21,37,382,365,"true"
"4132",149,52,0,1,53,47,943,907,"true"
"4133",158,43,0,1,53,43,922,883,"true"
"4134",36,4,0,0,8,11,162,158,"true"
"4135",109,51,0,1,59,23,918,868,"true"
"4136",74,14,0,0,25,28,362,348,"true"
"4137",68,9,0,1,28,16,396,381,"true"
"4138",79,38,0,1,36,15,430,397,"true"
"4139",59,12,0,1,22,21,254,246,"true"
"4140",75,22,0,1,28,26,549,533,"true"
"4141",23,10,0,1,12,4,152,152,"true"
"4142",161,32,0,1,52,48,842,808,"true"
"4143",57,9,0,0,9,21,329,317,"true"
"4144",79,25,0,0,23,28,472,448,"true"
"4145",156,59,0,1,65,61,959,906,"true"
"4146",52,12,0,1,18,13,340,326,"true"
"4147",54,8,0,0,17,25,327,318,"true"
"4148",171,58,0,1,65,39,1303,1266,"true"
"4149",34,7,0,1,13,8,284,278,"true"
"4150",93,32,0,1,35,17,464,451,"true"
"4151",54,18,0,1,20,9,447,445,"true"
"4152",137,53,0,1,59,49,840,819,"true"
"4153",89,12,0,0,24,30,487,479,"true"
"4154",91,23,0,1,33,29,600,578,"true"
"4155",183,77,0,0,70,72,1094,1029,"true"
"4156",64,21,0,0,16,32,365,342,"true"
"4157",67,17,0,1,19,16,276,267,"true"
"4158",199,32,0,1,82,42,1208,1155,"true"
"4159",98,28,0,1,53,25,476,468,"true"
"4160",82,28,0,1,28,25,390,382,"true"
"4161",211,30,0,0,72,73,785,752,"true"
"4162",111,41,0,1,50,33,646,633,"true"
"4163",107,26,0,1,38,28,591,572,"true"
"4164",57,12,0,0,14,27,319,313,"true"
"4165",35,3,0,0,4,4,184,182,"true"
"4166",179,32,0,1,48,40,864,843,"true"
"4167",158,17,0,1,51,33,899,877,"true"
"4168",92,21,0,0,18,26,419,401,"true"
"4169",146,51,0,0,49,54,641,619,"true"
"4170",75,18,0,0,20,25,468,453,"true"
"4171",67,18,0,1,18,13,487,467,"true"
"4172",101,15,0,1,37,27,719,698,"true"
"4173",95,62,0,1,44,30,541,520,"true"
"4174",171,36,0,1,65,50,1010,990,"true"
"4175",174,66,2,1,91,65,986,949,"true"
"4176",142,37,0,1,49,19,711,668,"true"
"4177",298,70,0,1,84,79,1172,1125,"true"
"4178",79,12,0,0,13,30,451,434,"true"
"4179",12,0,0,0,0,9,87,86,"true"
"4180",49,12,0,1,22,14,294,281,"true"
"4181",57,38,0,1,34,18,333,317,"true"
"4182",63,9,0,0,16,19,412,404,"true"
"4183",126,22,0,1,40,33,732,712,"true"
"4184",176,96,0,1,92,68,1233,1189,"true"
